"Resource Name","Resource Type","Resource Group",Location,Subscription
iothub-shrd-288,Microsoft.Devices/IotHubs,rg-infra,koreacentral,Subscription-DR
search-shrd-289,Microsoft.Search/searchServices,rg-network,uksouth,Subscription-Shared
er-dev-290,Microsoft.Network/expressRouteCircuits,rg-database,brazilsouth,Subscription-Dev
appins-shrd-291,Microsoft.Insights/components,rg-staging,francecentral,Subscription-Shared
asp-shrd-292,Microsoft.Web/serverfarms,rg-infra,westus,Subscription-Prod
signalr-shrd-293,Microsoft.SignalRService/signalR,rg-monitoring,uksouth,Subscription-Staging
nsg-dr-294,Microsoft.Network/networkSecurityGroups,rg-aks,francecentral,Subscription-Dev
hdi-shrd-295,Microsoft.HDInsight/clusters,rg-core,eastus2,Subscription-Prod
rsv-stg-296,Microsoft.RecoveryServices/vaults,rg-database,eastasia,Subscription-Prod
actgrp-dr-297,Microsoft.Insights/actionGroups,rg-aks,southindia,Subscription-Prod
redis-dr-298,Microsoft.Cache/redis,rg-core,brazilsouth,Subscription-Dev
blob-dev-299,Microsoft.Storage/storageAccounts/blobServices,rg-staging,northeurope,Subscription-Staging
vm-shrd-300,Microsoft.Compute/virtualMachines,rg-webapp,canadacentral,Subscription-Shared
psql-stg-301,Microsoft.DBforPostgreSQL/servers,rg-network,brazilsouth,Subscription-Prod
hdi-dev-302,Microsoft.HDInsight/clusters,rg-dev,westus2,Subscription-Staging
acr-stg-303,Microsoft.ContainerRegistry/registries,rg-backup,eastasia,Subscription-Dev
sqldb-dr-304,Microsoft.Sql/servers/databases,rg-backup,canadacentral,Subscription-Shared
blk-dev-305,Microsoft.Blockchain/blockchainMembers,rg-cache,westeurope,Subscription-Shared
cosmos-dev-306,Microsoft.DocumentDB/databaseAccounts,rg-dev,westeurope,Subscription-Staging
signalr-dr-307,Microsoft.SignalRService/signalR,rg-core,francecentral,Subscription-Staging
appgw-shrd-308,Microsoft.Network/applicationGateways,rg-functions,japaneast,Subscription-Staging
alert-stg-309,Microsoft.Insights/metricAlerts,rg-dr,southindia,Subscription-Dev
sqlsrv-shrd-310,Microsoft.Sql/servers,rg-dr,francecentral,Subscription-DR
snapshot-stg-311,Microsoft.Compute/snapshots,rg-core,koreacentral,Subscription-Dev
sqlsrv-dev-312,Microsoft.Sql/servers,rg-infra,eastus2,Subscription-Dev
nic-stg-313,Microsoft.Network/networkInterfaces,rg-infra,centralus,Subscription-Staging
adf-dr-314,Microsoft.DataFactory/factories,rg-infra,westus3,Subscription-Staging
dbr-dr-315,Microsoft.Databricks/workspaces,rg-backup,canadacentral,Subscription-Dev
pip-shrd-316,Microsoft.Network/publicIPAddresses,rg-infra,eastasia,Subscription-Dev
aml-prod-317,Microsoft.MachineLearningServices/workspaces,rg-database,southeastasia,Subscription-Dev
dns-dev-318,Microsoft.Network/dnsZones,rg-dr,eastus,Subscription-Dev
bastion-dev-319,Microsoft.Network/bastionHosts,rg-services,brazilsouth,Subscription-Prod
vmss-shrd-320,Microsoft.Compute/virtualMachineScaleSets,rg-dr,eastasia,Subscription-Shared
vmss-shrd-321,Microsoft.Compute/virtualMachineScaleSets,rg-production,brazilsouth,Subscription-Dev
tm-dev-322,Microsoft.Network/trafficManagerProfiles,rg-functions,brazilsouth,Subscription-Staging
dbr-stg-323,Microsoft.Databricks/workspaces,rg-backup,eastasia,Subscription-Dev
mysql-dr-324,Microsoft.DBforMySQL/servers,rg-containers,westeurope,Subscription-Dev
image-dev-325,Microsoft.Compute/images,rg-monitoring,brazilsouth,Subscription-Prod
pe-shrd-326,Microsoft.Network/privateEndpoints,rg-webapp,eastus2,Subscription-Dev
logic-prod-327,Microsoft.Logic/workflows,rg-backup,francecentral,Subscription-Dev
nic-dev-328,Microsoft.Network/networkInterfaces,rg-dr,eastasia,Subscription-Prod
health-shrd-329,Microsoft.HealthcareApis/services,rg-cache,uksouth,Subscription-Prod
tm-shrd-330,Microsoft.Network/trafficManagerProfiles,rg-shared,centralus,Subscription-Prod
aml-stg-331,Microsoft.MachineLearningServices/workspaces,rg-monitoring,francecentral,Subscription-Dev
vmss-dev-332,Microsoft.Compute/virtualMachineScaleSets,rg-cache,eastus2,Subscription-Dev
adf-stg-333,Microsoft.DataFactory/factories,rg-webapp,westus,Subscription-Dev
redis-dev-334,Microsoft.Cache/redis,rg-integration,francecentral,Subscription-Prod
tm-prod-335,Microsoft.Network/trafficManagerProfiles,rg-storage,uksouth,Subscription-Shared
rsv-shrd-336,Microsoft.RecoveryServices/vaults,rg-functions,brazilsouth,Subscription-Dev
appconfig-dev-337,Microsoft.AppConfiguration/configurationStores,rg-dr,brazilsouth,Subscription-DR
pip-dr-338,Microsoft.Network/publicIPAddresses,rg-shared,westus3,Subscription-Dev
rsv-shrd-339,Microsoft.RecoveryServices/vaults,rg-database,southindia,Subscription-DR
fd-prod-340,Microsoft.Network/frontDoors,rg-core,uksouth,Subscription-Shared
appins-dr-341,Microsoft.Insights/components,rg-shared,eastasia,Subscription-Dev
alert-dev-342,Microsoft.Insights/metricAlerts,rg-aks,eastus2,Subscription-DR
nic-shrd-343,Microsoft.Network/networkInterfaces,rg-services,northeurope,Subscription-Prod
sqlsrv-stg-344,Microsoft.Sql/servers,rg-security,canadacentral,Subscription-Prod
appgw-dev-345,Microsoft.Network/applicationGateways,rg-network,eastus2,Subscription-Dev
sqldb-dev-346,Microsoft.Sql/servers/databases,rg-infra,koreacentral,Subscription-Shared
rsv-shrd-347,Microsoft.RecoveryServices/vaults,rg-storage,westus2,Subscription-Staging
search-stg-348,Microsoft.Search/searchServices,rg-backup,eastus2,Subscription-Staging
dms-shrd-349,Microsoft.DataMigration/services,rg-production,australiaeast,Subscription-Prod
cog-shrd-350,Microsoft.CognitiveServices/accounts,rg-containers,westus3,Subscription-DR
vmss-dev-351,Microsoft.Compute/virtualMachineScaleSets,rg-staging,westus,Subscription-Prod
asa-prod-352,Microsoft.StreamAnalytics/streamingjobs,rg-dr,eastus,Subscription-Staging
conn-dr-353,Microsoft.Web/connections,rg-containers,westus3,Subscription-Shared
sqldb-prod-354,Microsoft.Sql/servers/databases,rg-dev,southeastasia,Subscription-Prod
appconfig-dr-355,Microsoft.AppConfiguration/configurationStores,rg-dr,westus2,Subscription-Prod
lb-dev-356,Microsoft.Network/loadBalancers,rg-storage,southindia,Subscription-Prod
sb-prod-357,Microsoft.ServiceBus/namespaces,rg-monitoring,westeurope,Subscription-DR
dbr-shrd-358,Microsoft.Databricks/workspaces,rg-shared,westus2,Subscription-Dev
webapp-shrd-359,Microsoft.Web/sites,rg-integration,japaneast,Subscription-Shared
pip-dev-360,Microsoft.Network/publicIPAddresses,rg-database,westus,Subscription-Shared
redis-dev-361,Microsoft.Cache/redis,rg-core,eastasia,Subscription-DR
bastion-dev-362,Microsoft.Network/bastionHosts,rg-integration,eastasia,Subscription-Shared
health-dev-363,Microsoft.HealthcareApis/services,rg-shared,koreacentral,Subscription-Staging
disk-dr-364,Microsoft.Compute/disks,rg-containers,westeurope,Subscription-Staging
vnet-prod-365,Microsoft.Network/virtualNetworks,rg-dr,southeastasia,Subscription-Dev
vpngw-dev-366,Microsoft.Network/vpnGateways,rg-backup,westus3,Subscription-DR
actgrp-prod-367,Microsoft.Insights/actionGroups,rg-monitoring,northeurope,Subscription-Prod
dns-prod-368,Microsoft.Network/dnsZones,rg-webapp,westus3,Subscription-Prod
syn-dr-369,Microsoft.Synapse/workspaces,rg-core,eastasia,Subscription-Shared
dms-dev-370,Microsoft.DataMigration/services,rg-staging,centralus,Subscription-DR
nic-prod-371,Microsoft.Network/networkInterfaces,rg-webapp,canadacentral,Subscription-Dev
image-dev-372,Microsoft.Compute/images,rg-dr,northeurope,Subscription-Prod
adls-dr-373,Microsoft.DataLakeStore/accounts,rg-network,canadacentral,Subscription-Shared
tsi-shrd-374,Microsoft.TimeSeriesInsights/environments,rg-storage,australiaeast,Subscription-Prod
vm-shrd-375,Microsoft.Compute/virtualMachines,rg-functions,uksouth,Subscription-Shared
dbr-dr-376,Microsoft.Databricks/workspaces,rg-network,eastus2,Subscription-Shared
evgt-prod-377,Microsoft.EventGrid/topics,rg-services,southindia,Subscription-Shared
mariadb-prod-378,Microsoft.DBforMariaDB/servers,rg-storage,brazilsouth,Subscription-Dev
image-shrd-379,Microsoft.Compute/images,rg-services,westeurope,Subscription-Shared
cosmos-prod-380,Microsoft.DocumentDB/databaseAccounts,rg-webapp,northeurope,Subscription-Prod
dns-shrd-381,Microsoft.Network/dnsZones,rg-services,westus2,Subscription-Dev
psql-dev-382,Microsoft.DBforPostgreSQL/servers,rg-core,southeastasia,Subscription-Staging
nsg-shrd-383,Microsoft.Network/networkSecurityGroups,rg-monitoring,southindia,Subscription-DR
aks-stg-384,Microsoft.ContainerService/managedClusters,rg-monitoring,uksouth,Subscription-Shared
search-stg-385,Microsoft.Search/searchServices,rg-webapp,brazilsouth,Subscription-Shared
blob-prod-386,Microsoft.Storage/storageAccounts/blobServices,rg-containers,westus,Subscription-Staging
vm-shrd-387,Microsoft.Compute/virtualMachines,rg-backup,koreacentral,Subscription-Staging
kv-dev-388,Microsoft.KeyVault/vaults,rg-infra,koreacentral,Subscription-Staging
relay-stg-389,Microsoft.Relay/namespaces,rg-functions,westus,Subscription-Staging
tsi-stg-390,Microsoft.TimeSeriesInsights/environments,rg-network,australiaeast,Subscription-Dev
cdn-dev-391,Microsoft.Cdn/profiles,rg-webapp,centralus,Subscription-Prod
logic-dr-392,Microsoft.Logic/workflows,rg-core,australiaeast,Subscription-DR
asa-shrd-393,Microsoft.StreamAnalytics/streamingjobs,rg-security,southeastasia,Subscription-Staging
law-shrd-394,Microsoft.OperationalInsights/workspaces,rg-infra,westus3,Subscription-Shared
batch-shrd-395,Microsoft.Batch/batchAccounts,rg-database,southeastasia,Subscription-Prod
appconfig-prod-396,Microsoft.AppConfiguration/configurationStores,rg-dev,southeastasia,Subscription-Staging
sf-dr-397,Microsoft.ServiceFabric/clusters,rg-network,westus,Subscription-Shared
psql-prod-398,Microsoft.DBforPostgreSQL/servers,rg-containers,westus3,Subscription-Staging
vm-shrd-399,Microsoft.Compute/virtualMachines,rg-network,southindia,Subscription-Shared
batch-stg-400,Microsoft.Batch/batchAccounts,rg-containers,westus,Subscription-DR
disk-dev-401,Microsoft.Compute/disks,rg-monitoring,uksouth,Subscription-Dev
media-prod-402,Microsoft.Media/mediaservices,rg-core,australiaeast,Subscription-Prod
redis-shrd-403,Microsoft.Cache/redis,rg-dr,canadacentral,Subscription-Prod
tm-prod-404,Microsoft.Network/trafficManagerProfiles,rg-aks,koreacentral,Subscription-Prod
hdi-stg-405,Microsoft.HDInsight/clusters,rg-storage,brazilsouth,Subscription-Dev
apim-dev-406,Microsoft.ApiManagement/service,rg-core,australiaeast,Subscription-Dev
asp-dr-407,Microsoft.Web/serverfarms,rg-webapp,japaneast,Subscription-Shared
law-prod-408,Microsoft.OperationalInsights/workspaces,rg-containers,japaneast,Subscription-Shared
conn-dev-409,Microsoft.Web/connections,rg-dr,centralus,Subscription-Staging
vnetgw-dr-410,Microsoft.Network/virtualNetworkGateways,rg-infra,westus2,Subscription-Prod
law-stg-411,Microsoft.OperationalInsights/workspaces,rg-dr,westus3,Subscription-Prod
relay-shrd-412,Microsoft.Relay/namespaces,rg-integration,centralus,Subscription-Dev
batch-stg-413,Microsoft.Batch/batchAccounts,rg-cache,japaneast,Subscription-DR
dns-dev-414,Microsoft.Network/dnsZones,rg-core,japaneast,Subscription-Shared
pe-prod-415,Microsoft.Network/privateEndpoints,rg-infra,japaneast,Subscription-Shared
kv-stg-416,Microsoft.KeyVault/vaults,rg-staging,northeurope,Subscription-Shared
sf-dr-417,Microsoft.ServiceFabric/clusters,rg-aks,australiaeast,Subscription-Dev
psql-dr-418,Microsoft.DBforPostgreSQL/servers,rg-security,brazilsouth,Subscription-Shared
fd-stg-419,Microsoft.Network/frontDoors,rg-functions,eastasia,Subscription-DR
lb-shrd-420,Microsoft.Network/loadBalancers,rg-aks,centralus,Subscription-Dev
sqldb-dr-421,Microsoft.Sql/servers/databases,rg-functions,uksouth,Subscription-Dev
pe-prod-422,Microsoft.Network/privateEndpoints,rg-monitoring,australiaeast,Subscription-DR
vpngw-prod-423,Microsoft.Network/vpnGateways,rg-containers,westus,Subscription-Prod
storage-dr-424,Microsoft.Storage/storageAccounts,rg-network,eastasia,Subscription-Prod
avset-dr-425,Microsoft.Compute/availabilitySets,rg-aks,westus3,Subscription-Prod
pip-dev-426,Microsoft.Network/publicIPAddresses,rg-database,southindia,Subscription-Staging
nsg-prod-427,Microsoft.Network/networkSecurityGroups,rg-dr,canadacentral,Subscription-Staging
blk-dev-428,Microsoft.Blockchain/blockchainMembers,rg-security,southeastasia,Subscription-Staging
nic-stg-429,Microsoft.Network/networkInterfaces,rg-infra,canadacentral,Subscription-Dev
dms-dr-430,Microsoft.DataMigration/services,rg-network,brazilsouth,Subscription-Staging
snapshot-prod-431,Microsoft.Compute/snapshots,rg-containers,eastus,Subscription-Shared
acr-shrd-432,Microsoft.ContainerRegistry/registries,rg-functions,koreacentral,Subscription-DR
sqlsrv-dev-433,Microsoft.Sql/servers,rg-backup,eastasia,Subscription-Prod
aks-stg-434,Microsoft.ContainerService/managedClusters,rg-infra,eastus2,Subscription-Staging
vm-dr-435,Microsoft.Compute/virtualMachines,rg-production,westeurope,Subscription-Shared
media-dr-436,Microsoft.Media/mediaservices,rg-functions,francecentral,Subscription-Shared
evhns-dr-437,Microsoft.EventHub/namespaces,rg-dev,westeurope,Subscription-Prod
aa-prod-438,Microsoft.Automation/automationAccounts,rg-staging,southeastasia,Subscription-Prod
nic-shrd-439,Microsoft.Network/networkInterfaces,rg-infra,westeurope,Subscription-Shared
sqldb-shrd-440,Microsoft.Sql/servers/databases,rg-security,australiaeast,Subscription-Staging
aks-stg-441,Microsoft.ContainerService/managedClusters,rg-containers,southindia,Subscription-DR
signalr-stg-442,Microsoft.SignalRService/signalR,rg-integration,francecentral,Subscription-Prod
appconfig-dev-443,Microsoft.AppConfiguration/configurationStores,rg-storage,centralus,Subscription-Dev
redis-dev-444,Microsoft.Cache/redis,rg-storage,westus3,Subscription-DR
nic-dr-445,Microsoft.Network/networkInterfaces,rg-shared,westus2,Subscription-Prod
rsv-prod-446,Microsoft.RecoveryServices/vaults,rg-staging,westus2,Subscription-Prod
rt-prod-447,Microsoft.Network/routeTables,rg-backup,japaneast,Subscription-Shared
psql-shrd-448,Microsoft.DBforPostgreSQL/servers,rg-core,uksouth,Subscription-Staging
pip-stg-449,Microsoft.Network/publicIPAddresses,rg-security,uksouth,Subscription-Shared
image-stg-450,Microsoft.Compute/images,rg-aks,brazilsouth,Subscription-Staging
snapshot-stg-451,Microsoft.Compute/snapshots,rg-core,eastus,Subscription-Staging
vnet-shrd-452,Microsoft.Network/virtualNetworks,rg-storage,australiaeast,Subscription-Shared
cosmos-dev-453,Microsoft.DocumentDB/databaseAccounts,rg-services,francecentral,Subscription-Dev
sb-stg-454,Microsoft.ServiceBus/namespaces,rg-aks,canadacentral,Subscription-Staging
health-prod-455,Microsoft.HealthcareApis/services,rg-dr,canadacentral,Subscription-Shared
dms-shrd-456,Microsoft.DataMigration/services,rg-core,westus2,Subscription-Prod
hdi-dr-457,Microsoft.HDInsight/clusters,rg-infra,centralus,Subscription-Dev
batch-prod-458,Microsoft.Batch/batchAccounts,rg-containers,westus,Subscription-Prod
appins-dr-459,Microsoft.Insights/components,rg-aks,westeurope,Subscription-Shared
vmss-dr-460,Microsoft.Compute/virtualMachineScaleSets,rg-functions,southindia,Subscription-Staging
pe-shrd-461,Microsoft.Network/privateEndpoints,rg-integration,eastasia,Subscription-Prod
fd-dr-462,Microsoft.Network/frontDoors,rg-containers,northeurope,Subscription-Staging
health-dr-463,Microsoft.HealthcareApis/services,rg-cache,eastus2,Subscription-Shared
mi-dev-464,Microsoft.ManagedIdentity/userAssignedIdentities,rg-integration,eastus2,Subscription-Staging
vpngw-dr-465,Microsoft.Network/vpnGateways,rg-dr,australiaeast,Subscription-Shared
logic-dr-466,Microsoft.Logic/workflows,rg-dev,eastasia,Subscription-Dev
sf-dr-467,Microsoft.ServiceFabric/clusters,rg-infra,koreacentral,Subscription-Staging
nic-dev-468,Microsoft.Network/networkInterfaces,rg-dr,southindia,Subscription-Staging
tsi-dr-469,Microsoft.TimeSeriesInsights/environments,rg-aks,westus,Subscription-Staging
appgw-shrd-470,Microsoft.Network/applicationGateways,rg-functions,japaneast,Subscription-Staging
asa-dr-471,Microsoft.StreamAnalytics/streamingjobs,rg-staging,northeurope,Subscription-DR
search-stg-472,Microsoft.Search/searchServices,rg-storage,westus3,Subscription-Shared
er-stg-473,Microsoft.Network/expressRouteCircuits,rg-database,canadacentral,Subscription-DR
role-stg-474,Microsoft.Authorization/roleAssignments,rg-functions,brazilsouth,Subscription-DR
aa-dev-475,Microsoft.Automation/automationAccounts,rg-functions,westus3,Subscription-Dev
cdn-prod-476,Microsoft.Cdn/profiles,rg-staging,uksouth,Subscription-Shared
health-shrd-477,Microsoft.HealthcareApis/services,rg-aks,francecentral,Subscription-DR
apim-dr-478,Microsoft.ApiManagement/service,rg-core,westus3,Subscription-Shared
iothub-dev-479,Microsoft.Devices/IotHubs,rg-network,francecentral,Subscription-Dev
aks-dev-480,Microsoft.ContainerService/managedClusters,rg-backup,northeurope,Subscription-Dev
er-shrd-481,Microsoft.Network/expressRouteCircuits,rg-infra,northeurope,Subscription-Shared
aks-shrd-482,Microsoft.ContainerService/managedClusters,rg-security,southeastasia,Subscription-Staging
image-dev-483,Microsoft.Compute/images,rg-storage,westus3,Subscription-DR
kv-dr-484,Microsoft.KeyVault/vaults,rg-core,eastasia,Subscription-Prod
relay-prod-485,Microsoft.Relay/namespaces,rg-integration,koreacentral,Subscription-Staging
er-stg-486,Microsoft.Network/expressRouteCircuits,rg-shared,brazilsouth,Subscription-Shared
vnetgw-shrd-487,Microsoft.Network/virtualNetworkGateways,rg-integration,australiaeast,Subscription-Shared
sf-prod-488,Microsoft.ServiceFabric/clusters,rg-containers,koreacentral,Subscription-Shared
vpngw-prod-489,Microsoft.Network/vpnGateways,rg-webapp,centralus,Subscription-DR
pe-dr-490,Microsoft.Network/privateEndpoints,rg-backup,westeurope,Subscription-Shared
disk-stg-491,Microsoft.Compute/disks,rg-backup,westus3,Subscription-DR
storage-prod-492,Microsoft.Storage/storageAccounts,rg-database,australiaeast,Subscription-Staging
cdn-dev-493,Microsoft.Cdn/profiles,rg-production,eastasia,Subscription-Staging
tsi-stg-494,Microsoft.TimeSeriesInsights/environments,rg-webapp,centralus,Subscription-Staging
mi-shrd-495,Microsoft.ManagedIdentity/userAssignedIdentities,rg-core,eastus2,Subscription-Staging
aks-dr-496,Microsoft.ContainerService/managedClusters,rg-backup,southeastasia,Subscription-Prod
cosmos-dev-497,Microsoft.DocumentDB/databaseAccounts,rg-services,centralus,Subscription-Shared
cog-stg-498,Microsoft.CognitiveServices/accounts,rg-storage,japaneast,Subscription-Prod
iothub-shrd-499,Microsoft.Devices/IotHubs,rg-services,westeurope,Subscription-DR
sqldb-prod-500,Microsoft.Sql/servers/databases,rg-webapp,canadacentral,Subscription-Staging
conn-shrd-501,Microsoft.Web/connections,rg-dr,koreacentral,Subscription-Dev
avset-stg-502,Microsoft.Compute/availabilitySets,rg-network,eastus2,Subscription-Prod
fw-shrd-503,Microsoft.Network/azureFirewalls,rg-containers,westus3,Subscription-DR
mariadb-stg-504,Microsoft.DBforMariaDB/servers,rg-network,francecentral,Subscription-Prod
tm-stg-505,Microsoft.Network/trafficManagerProfiles,rg-storage,westus3,Subscription-Staging
vm-dr-506,Microsoft.Compute/virtualMachines,rg-storage,eastasia,Subscription-Staging
er-shrd-507,Microsoft.Network/expressRouteCircuits,rg-storage,centralus,Subscription-Shared
nic-dr-508,Microsoft.Network/networkInterfaces,rg-security,francecentral,Subscription-Staging
adls-dev-509,Microsoft.DataLakeStore/accounts,rg-cache,westus2,Subscription-Shared
kv-stg-510,Microsoft.KeyVault/vaults,rg-cache,eastasia,Subscription-DR
sqlsrv-shrd-511,Microsoft.Sql/servers,rg-database,canadacentral,Subscription-Dev
mi-shrd-512,Microsoft.ManagedIdentity/userAssignedIdentities,rg-security,uksouth,Subscription-Prod
mysql-dev-513,Microsoft.DBforMySQL/servers,rg-network,westus3,Subscription-Dev
lb-dr-514,Microsoft.Network/loadBalancers,rg-backup,brazilsouth,Subscription-Dev
nsg-dr-515,Microsoft.Network/networkSecurityGroups,rg-dr,southeastasia,Subscription-Prod
aa-shrd-516,Microsoft.Automation/automationAccounts,rg-services,eastasia,Subscription-Staging
conn-stg-517,Microsoft.Web/connections,rg-infra,westus,Subscription-Shared
pip-stg-518,Microsoft.Network/publicIPAddresses,rg-functions,uksouth,Subscription-Staging
aks-shrd-519,Microsoft.ContainerService/managedClusters,rg-backup,australiaeast,Subscription-Staging
asp-stg-520,Microsoft.Web/serverfarms,rg-production,westus2,Subscription-DR
mariadb-dr-521,Microsoft.DBforMariaDB/servers,rg-dev,uksouth,Subscription-Shared
appconfig-prod-522,Microsoft.AppConfiguration/configurationStores,rg-staging,francecentral,Subscription-Shared
relay-dr-523,Microsoft.Relay/namespaces,rg-infra,centralus,Subscription-Prod
dms-stg-524,Microsoft.DataMigration/services,rg-monitoring,francecentral,Subscription-Shared
aml-prod-525,Microsoft.MachineLearningServices/workspaces,rg-dr,canadacentral,Subscription-Staging
adls-dev-526,Microsoft.DataLakeStore/accounts,rg-infra,australiaeast,Subscription-Staging
asp-dr-527,Microsoft.Web/serverfarms,rg-production,japaneast,Subscription-Shared
pip-stg-528,Microsoft.Network/publicIPAddresses,rg-staging,westus3,Subscription-DR
privdns-dr-529,Microsoft.Network/privateDnsZones,rg-functions,southeastasia,Subscription-DR
actgrp-prod-530,Microsoft.Insights/actionGroups,rg-functions,westus3,Subscription-Staging
vmss-shrd-531,Microsoft.Compute/virtualMachineScaleSets,rg-storage,northeurope,Subscription-Prod
er-stg-532,Microsoft.Network/expressRouteCircuits,rg-monitoring,westus,Subscription-Prod
disk-shrd-533,Microsoft.Compute/disks,rg-production,northeurope,Subscription-Prod
sb-prod-534,Microsoft.ServiceBus/namespaces,rg-staging,centralus,Subscription-Prod
search-stg-535,Microsoft.Search/searchServices,rg-production,japaneast,Subscription-Prod
sqlsrv-dev-536,Microsoft.Sql/servers,rg-services,southeastasia,Subscription-Shared
nhns-dev-537,Microsoft.NotificationHubs/namespaces,rg-staging,eastus2,Subscription-Staging
webapp-dev-538,Microsoft.Web/sites,rg-network,westus,Subscription-DR
blob-dev-539,Microsoft.Storage/storageAccounts/blobServices,rg-backup,southeastasia,Subscription-Shared
aml-dev-540,Microsoft.MachineLearningServices/workspaces,rg-dev,northeurope,Subscription-Dev
media-stg-541,Microsoft.Media/mediaservices,rg-dev,westeurope,Subscription-DR
rsv-dev-542,Microsoft.RecoveryServices/vaults,rg-monitoring,francecentral,Subscription-Shared
sb-dr-543,Microsoft.ServiceBus/namespaces,rg-storage,brazilsouth,Subscription-DR
aa-stg-544,Microsoft.Automation/automationAccounts,rg-storage,westus,Subscription-Dev
bastion-stg-545,Microsoft.Network/bastionHosts,rg-core,eastus2,Subscription-Prod
conn-dev-546,Microsoft.Web/connections,rg-dr,westus3,Subscription-Shared
sqlsrv-dev-547,Microsoft.Sql/servers,rg-monitoring,eastus2,Subscription-DR
fd-shrd-548,Microsoft.Network/frontDoors,rg-functions,northeurope,Subscription-Dev
er-stg-549,Microsoft.Network/expressRouteCircuits,rg-cache,westus3,Subscription-Dev
media-stg-550,Microsoft.Media/mediaservices,rg-backup,canadacentral,Subscription-Staging
vmss-prod-551,Microsoft.Compute/virtualMachineScaleSets,rg-dr,japaneast,Subscription-Staging
image-shrd-552,Microsoft.Compute/images,rg-infra,westus2,Subscription-DR
appins-dev-553,Microsoft.Insights/components,rg-services,japaneast,Subscription-Dev
mysql-prod-554,Microsoft.DBforMySQL/servers,rg-cache,koreacentral,Subscription-DR
lb-dr-555,Microsoft.Network/loadBalancers,rg-dr,koreacentral,Subscription-Dev
kv-dr-556,Microsoft.KeyVault/vaults,rg-containers,eastus,Subscription-Prod
rt-stg-557,Microsoft.Network/routeTables,rg-aks,eastus,Subscription-Staging
dms-shrd-558,Microsoft.DataMigration/services,rg-dr,westus,Subscription-Staging
fd-prod-559,Microsoft.Network/frontDoors,rg-infra,westus3,Subscription-Dev
alert-stg-560,Microsoft.Insights/metricAlerts,rg-core,australiaeast,Subscription-DR
webapp-dev-561,Microsoft.Web/sites,rg-integration,westus2,Subscription-Shared
evgt-stg-562,Microsoft.EventGrid/topics,rg-services,francecentral,Subscription-Staging
nic-shrd-563,Microsoft.Network/networkInterfaces,rg-cache,southindia,Subscription-Shared
appconfig-dr-564,Microsoft.AppConfiguration/configurationStores,rg-aks,centralus,Subscription-DR
syn-shrd-565,Microsoft.Synapse/workspaces,rg-network,eastasia,Subscription-Staging
disk-shrd-566,Microsoft.Compute/disks,rg-production,eastus,Subscription-Dev
rsv-dr-567,Microsoft.RecoveryServices/vaults,rg-storage,brazilsouth,Subscription-DR
storage-stg-568,Microsoft.Storage/storageAccounts,rg-production,westus3,Subscription-Prod
evgt-dr-569,Microsoft.EventGrid/topics,rg-cache,eastasia,Subscription-Staging
iothub-stg-570,Microsoft.Devices/IotHubs,rg-core,northeurope,Subscription-Prod
blob-prod-571,Microsoft.Storage/storageAccounts/blobServices,rg-staging,canadacentral,Subscription-DR
image-dr-572,Microsoft.Compute/images,rg-database,eastus2,Subscription-Shared
dbr-shrd-573,Microsoft.Databricks/workspaces,rg-monitoring,centralus,Subscription-DR
appins-dr-574,Microsoft.Insights/components,rg-aks,westeurope,Subscription-Shared
rt-shrd-575,Microsoft.Network/routeTables,rg-backup,eastus,Subscription-Prod
appins-dev-576,Microsoft.Insights/components,rg-cache,japaneast,Subscription-Prod
vm-dev-577,Microsoft.Compute/virtualMachines,rg-cache,canadacentral,Subscription-Dev
law-dr-578,Microsoft.OperationalInsights/workspaces,rg-dev,eastus,Subscription-Dev
evhns-dev-579,Microsoft.EventHub/namespaces,rg-database,uksouth,Subscription-Prod
disk-shrd-580,Microsoft.Compute/disks,rg-storage,uksouth,Subscription-Dev
er-dev-581,Microsoft.Network/expressRouteCircuits,rg-integration,eastus,Subscription-Staging
relay-shrd-582,Microsoft.Relay/namespaces,rg-backup,southindia,Subscription-Dev
batch-stg-583,Microsoft.Batch/batchAccounts,rg-database,northeurope,Subscription-Shared
nsg-stg-584,Microsoft.Network/networkSecurityGroups,rg-core,westus3,Subscription-DR
storage-dr-585,Microsoft.Storage/storageAccounts,rg-shared,westus,Subscription-Dev
vm-stg-586,Microsoft.Compute/virtualMachines,rg-core,uksouth,Subscription-Shared
evhns-shrd-587,Microsoft.EventHub/namespaces,rg-infra,eastus2,Subscription-Staging
avset-stg-588,Microsoft.Compute/availabilitySets,rg-core,japaneast,Subscription-Staging
blob-shrd-589,Microsoft.Storage/storageAccounts/blobServices,rg-dr,westeurope,Subscription-Staging
disk-prod-590,Microsoft.Compute/disks,rg-containers,southindia,Subscription-Staging
nhns-prod-591,Microsoft.NotificationHubs/namespaces,rg-network,koreacentral,Subscription-Shared
aml-prod-592,Microsoft.MachineLearningServices/workspaces,rg-containers,northeurope,Subscription-Prod
law-prod-593,Microsoft.OperationalInsights/workspaces,rg-network,southindia,Subscription-Dev
tsi-dev-594,Microsoft.TimeSeriesInsights/environments,rg-core,uksouth,Subscription-Shared
nhns-dr-595,Microsoft.NotificationHubs/namespaces,rg-containers,francecentral,Subscription-Shared
sqlsrv-dr-596,Microsoft.Sql/servers,rg-storage,canadacentral,Subscription-Dev
